iri,iri label,attribute,attribute label,entity,entity label
OBA:1000758,,PATO:0000001,quality,UBERON:0005356,Rathke's pouch
OBA:1000759,,PATO:0000001,quality,UBERON:0002127,inferior olivary complex
OBA:1000760,,PATO:0000001,quality,NBO:0000125,submissive behavior towards male mice
OBA:1000761,,PATO:0000001,quality,UBERON:0000325,gastric gland
OBA:1000762,,PATO:0000001,quality,GO:0045161,neuronal ion channel clustering
OBA:1000763,,PATO:0000001,quality,GO:0001750,photoreceptor outer segment
OBA:1000764,,PATO:0000001,quality,CL:0002092,bone marrow cell
OBA:1000765,,PATO:0000001,quality,NBO:0000537,circadian regulation of systemic arterial blood pressure
OBA:1000766,,PATO:0000001,quality,GO:0016206,catechol O-methyltransferase activity
OBA:1000767,,PATO:0000001,quality,NBO:0000085,depression behavior
OBA:1000768,,PATO:0000001,quality,NBO:0000217,active avoidance learning behavior
OBA:1000769,,PATO:0000001,quality,GO:0060207,diestrus
OBA:1000770,,PATO:0000001,quality,GO:0008474,palmitoyl-(protein) hydrolase activity
OBA:1000771,,PATO:0000001,quality,NBO:0000571,mutlidirectional head movement
OBA:1000772,,PATO:0000001,quality,GO:0036342,post-anal tail morphogenesis
OBA:1000773,,PATO:0000001,quality,GO:0003336,corneocyte desquamation
OBA:1000774,,PATO:0000001,quality,NBO:0000581,vestibulocollic reflex
OBA:1000775,,PATO:0000001,quality,NBO:0000339,motor coordination
OBA:1000776,,PATO:0000001,quality,GO:0004102,choline O-acetyltransferase activity
OBA:1000777,,PATO:0000001,quality,UBERON:0005184,hair medulla
OBA:1000778,,PATO:0000001,quality,UBERON:0010412,epididymal fat pad
OBA:1000779,,PATO:0000001,quality,NBO:0000641,discrimination learning
OBA:1000780,,PATO:0000001,quality,UBERON:0001842,posterior semicircular canal
OBA:1000781,,PATO:0000001,quality,GO:0008088,axo-dendritic transport
OBA:1000782,,PATO:0000001,quality,UBERON:0002518,otolith organ
OBA:1000783,,PATO:0000001,quality,UBERON:0002979,Purkinje cell layer of cerebellar cortex
OBA:1000784,,PATO:0000001,quality,NBO:0000357,limb posture
OBA:1000785,,PATO:0000001,quality,UBERON:0001080,postzygapophysis
OBA:1000786,,PATO:0000001,quality,NBO:0000599,long-term spatial memory
OBA:1000787,,PATO:0000001,quality,UBERON:0010395,lymph node primary follicle
OBA:1000788,,PATO:0000001,quality,NBO:0000224,cued conditioning behavior
OBA:1000789,,PATO:0000001,quality,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
OBA:1000790,,PATO:0000001,quality,UBERON:0001322,sciatic nerve
OBA:1000791,,PATO:0000001,quality,NBO:0000044,parental behavior
OBA:1000792,,PATO:0000001,quality,UBERON:0004374,vitelline vasculature
OBA:1000793,,PATO:0000001,quality,NBO:0000412,pupillary light reflex
OBA:1000794,,PATO:0000001,quality,GO:0043084,penile erection
OBA:1000795,,PATO:0000001,quality,UBERON:0004871,somatic layer of lateral plate mesoderm
OBA:1000796,,PATO:0000001,quality,GO:0035844,cloaca development
OBA:1000797,,PATO:0000001,quality,GO:0004602,glutathione peroxidase activity
OBA:1000798,,PATO:0000001,quality,UBERON:0003614,blood vessel elastic tissue
OBA:1000799,,PATO:0000001,quality,NBO:0002362,behavioral response to anesthetic
OBA:1000800,,PATO:0000001,quality,GO:0008119,thiopurine S-methyltransferase activity
OBA:1000801,,PATO:0000001,quality,UBERON:0000396,vallate papilla
OBA:1000802,,PATO:0000001,quality,UBERON:0001841,anterior semicircular canal
OBA:1000803,,PATO:0000001,quality,NBO:0000027,grooming behavior
OBA:1000804,,PATO:0000001,quality,NBO:0000175,spatial learning
OBA:1000805,,PATO:0000001,quality,GO:0007585,respiratory gaseous exchange
OBA:1000806,,PATO:0000001,quality,CL:0000835,myeloblast
OBA:1000807,,PATO:0000001,quality,GO:0060156,milk ejection
OBA:1000808,,PATO:0000001,quality,UBERON:0002289,midbrain cerebral aqueduct
OBA:1000809,,PATO:0000001,quality,NBO:0000014,mating behavior
OBA:1000810,,PATO:0000001,quality,UBERON:0001945,superior colliculus
OBA:1000811,,PATO:0000001,quality,GO:0097621,monoamine oxidase activity
OBA:1000812,,PATO:0000001,quality,UBERON:0000412,dermal papilla
OBA:1000813,,PATO:0000001,quality,UBERON:0010513,strand of zigzag hair
OBA:1000814,,PATO:0000001,quality,GO:0072028,nephron morphogenesis
OBA:1000815,,PATO:0000001,quality,GO:1903374,subarachnoid space development
OBA:1000816,,PATO:0000001,quality,GO:0048665,neuron fate specification
OBA:1000817,,PATO:0000001,quality,NBO:0000222,conditioned place preference behavior
OBA:1000818,,PATO:0000001,quality,UBERON:0003517,kidney blood vessel
OBA:1000819,,PATO:0000001,quality,NBO:0000415,corneal reflex
OBA:1000820,,PATO:0000001,quality,GO:0021502,neural fold elevation formation
OBA:1000821,,PATO:0000001,quality,NBO:0000358,resting posture
OBA:1000822,,PATO:0000001,quality,UBERON:0010416,lymph node B cell domain
OBA:1000823,,PATO:0000001,quality,GO:0016068,type I hypersensitivity
OBA:1000824,,PATO:0000001,quality,UBERON:0002956,granular layer of cerebellar cortex
OBA:1000825,,PATO:0000001,quality,GO:0001542,ovulation from ovarian follicle
OBA:1000826,,PATO:0000001,quality,UBERON:0006216,cervical sinus of His
OBA:1000827,,PATO:0000001,quality,GO:0021588,cerebellum formation
OBA:1000828,,PATO:0000001,quality,GO:0001842,neural fold formation
OBA:1000829,,PATO:0000001,quality,CL:0000452,thyroid hormone secreting cell
OBA:1000830,,PATO:0000001,quality,NBO:0000227,eye blink conditioning behavior
OBA:1000831,,PATO:0000001,quality,UBERON:0002519,otolithic part of statoconial membrane
OBA:1000832,,PATO:0000001,quality,UBERON:0005620,primary palate
OBA:1000833,,PATO:0000001,quality,GO:0048320,axial mesoderm formation
OBA:1000834,,PATO:0000001,quality,GO:0060017,parathyroid gland development
OBA:1000835,,PATO:0000001,quality,UBERON:0001843,lateral semicircular canal
OBA:1000836,,PATO:0000001,quality,UBERON:0002007,medulla of lymph node
OBA:1000837,,PATO:0000001,quality,NBO:0000578,righting reflex
OBA:1000838,,PATO:0000001,quality,NBO:0000335,thermal nociceptive behavior
OBA:1000839,,PATO:0000001,quality,NBO:0000583,vibrissae reflex
OBA:1000840,,PATO:0000001,quality,NBO:0000131,alcohol consumption
OBA:1000841,,PATO:0000001,quality,GO:0002445,type II hypersensitivity
OBA:1000842,,PATO:0000001,quality,UBERON:0001849,membranous labyrinth
OBA:1000843,,PATO:0000001,quality,GO:0001501,skeletal system development
OBA:1000844,,PATO:0000001,quality,CL:0000653,glomerular visceral epithelial cell
OBA:1000845,,PATO:0000001,quality,NBO:0000210,avoidance learning behavior
OBA:1000846,,PATO:0000001,quality,GO:0033483,gas homeostasis
OBA:1000847,,PATO:0000001,quality,GO:0070547,L-tyrosine aminotransferase activity
OBA:1000848,,PATO:0000001,quality,GO:0072134,nephrogenic mesenchyme morphogenesis
OBA:1000849,,PATO:0000001,quality,GO:0004465,lipoprotein lipase activity
OBA:1000850,,PATO:0000001,quality,GO:0060659,nipple sheath formation
OBA:1000851,,PATO:0000001,quality,UBERON:0002282,stria vascularis of cochlear duct
OBA:1000852,,PATO:0000001,quality,CL:0000570,parafollicular cell
OBA:1000853,,PATO:0000001,quality,GO:0007538,primary sex determination
OBA:1000854,,PATO:0000001,quality,GO:0097205,renal filtration
OBA:1000855,,PATO:0000001,quality,GO:0060117,auditory receptor cell development
OBA:1000856,,PATO:0000001,quality,NBO:0000557,short term spatial memory
OBA:1000857,,PATO:0000001,quality,GO:0051699,proline oxidase activity
OBA:1000858,,PATO:0000001,quality,NBO:0000556,spatial memory
OBA:1000859,,PATO:0000001,quality,PATO:0000276,brood size
OBA:1000860,,PATO:0000001,quality,GO:0033316,meiotic spindle assembly checkpoint
OBA:1000861,,PATO:0000001,quality,NBO:0000223,contextual conditioning behavior
OBA:1000862,,PATO:0000001,quality,NBO:0000551,visual object recognition
OBA:1000863,,PATO:0000001,quality,GO:1903700,caecum development
OBA:1000864,,PATO:0000001,quality,GO:0003403,optic vesicle formation
OBA:1000865,,PATO:0000001,quality,NBO:0000052,huddling behavior
OBA:1000866,,PATO:0000001,quality,CL:0000081,blood cell
OBA:1000867,,PATO:0000001,quality,UBERON:0002077,cortex of hair
OBA:1000868,,PATO:0000001,quality,GO:0060210,metestrus
OBA:1000869,,PATO:0000001,quality,NBO:0000361,gait
OBA:1000870,,PATO:0000001,quality,NBO:0000037,vocalization behavior
OBA:1000871,,PATO:0000001,quality,NBO:0000577,postural reflex
OBA:1000872,,PATO:0000001,quality,GO:0033327,Leydig cell differentiation
OBA:1000873,,PATO:0000001,quality,CL:0000243,glial cell (sensu Vertebrata)
OBA:1000874,,PATO:0000001,quality,NBO:0000218,passive avoidance learning behavior
OBA:1000875,,PATO:0000001,quality,GO:1903701,substantia propria of cornea development
OBA:1000876,,PATO:0000001,quality,UBERON:0001845,perilymph
OBA:1000877,,PATO:0000001,quality,UBERON:0004527,alveolar process of maxilla
OBA:1000878,,PATO:0000001,quality,UBERON:0001726,papilla of tongue
OBA:1000879,,PATO:0000001,quality,NBO:0000212,operant conditioning behavior
OBA:1000880,,PATO:0000001,quality,UBERON:0012352,mesangial matrix
OBA:1000881,,PATO:0000001,quality,UBERON:0010514,strand of duvet hair
OBA:1000882,,PATO:0000001,quality,GO:0031430,M band
OBA:1000883,,PATO:0000001,quality,GO:0000795,synaptonemal complex
OBA:1000884,,PATO:0000001,quality,GO:0033501,galactose homeostasis
OBA:1000885,,PATO:0000001,quality,NBO:0000388,involuntary movement behavior
OBA:1000886,,PATO:0000001,quality,CL:0000806,DN2 thymocyte
OBA:1000887,,PATO:0000001,quality,UBERON:0002279,vestibular aqueduct
OBA:1000888,,PATO:0000001,quality,GO:0003094,glomerular filtration
OBA:1000889,,PATO:0000001,quality,UBERON:0000365,urothelium
OBA:1000890,,PATO:0000001,quality,NBO:0000174,motor learning
OBA:1000891,,PATO:0000001,quality,NBO:0000086,novelty response behavior
OBA:1000892,,PATO:0000001,quality,GO:0050955,thermoception
OBA:1000893,,PATO:0000001,quality,NBO:0000575,pilomotor reflex
OBA:1000894,,PATO:0000001,quality,GO:0008112,nicotinamide N-methyltransferase activity
OBA:1000895,,PATO:0000001,quality,NBO:0000180,short-term memory
OBA:1000896,,PATO:0000001,quality,GO:0070384,Harderian gland development
OBA:1000897,,PATO:0000001,quality,UBERON:0001946,inferior colliculus
OBA:1000898,,PATO:0000001,quality,GO:0050174,phenylalanine decarboxylase activity
OBA:1000899,,PATO:0000001,quality,GO:0060745,mammary gland branching involved in pregnancy
OBA:1000900,,PATO:0000001,quality,GO:0045453,bone resorption
OBA:1000901,,PATO:0000001,quality,GO:0060438,trachea development
OBA:1000902,,PATO:0000001,quality,GO:0001550,ovarian cumulus expansion
OBA:1000903,,PATO:0000001,quality,NBO:0000561,hetero-barbering
OBA:1000904,,PATO:0000001,quality,GO:0004607,phosphatidylcholine-sterol O-acyltransferase activity
OBA:1000905,,PATO:0000001,quality,NBO:0000024,sleeping behavior
OBA:1000906,,PATO:0000001,quality,GO:0072092,ureteric bud invasion
OBA:1000907,,PATO:0000001,quality,GO:0042438,melanin biosynthetic process
OBA:1000908,,PATO:0000001,quality,UBERON:0001992,papillary layer of dermis
OBA:1000909,,PATO:0000001,quality,GO:0004806,triglyceride lipase activity
OBA:1000910,,PATO:0000001,quality,GO:0060209,estrus
OBA:1000911,,PATO:0000001,quality,UBERON:0002448,fungiform papilla
OBA:1000912,,PATO:0000001,quality,NBO:0000538,circadian temperature homeostasis
OBA:1000913,,PATO:0000001,quality,GO:0001570,vasculogenesis
OBA:1000914,,PATO:0000001,quality,UBERON:0002310,hippocampus fimbria
OBA:1000915,,PATO:0000001,quality,GO:0032808,lacrimal gland development
OBA:1000916,,PATO:0000001,quality,UBERON:0006606,mandibular symphysis
OBA:1000917,,PATO:0000001,quality,GO:0001917,photoreceptor inner segment
OBA:1000918,,PATO:0000001,quality,NBO:0000391,startle reflex
OBA:1000919,,PATO:0000001,quality,NBO:0000073,chewing
OBA:1000920,,PATO:0000001,quality,GO:0060677,ureteric bud elongation
OBA:1000921,,PATO:0000001,quality,UBERON:0002467,filiform papilla
OBA:1000922,,PATO:0000001,quality,CL:0000120,granule cell
OBA:1000923,,PATO:0000001,quality,NBO:0000155,offspring retrieval
OBA:1000924,,PATO:0000001,quality,NBO:0000445,tail movement
OBA:1000925,,PATO:0000001,quality,GO:0060055,angiogenesis involved in wound healing
OBA:1000926,,PATO:0000001,quality,GO:0003990,acetylcholinesterase activity
OBA:1000927,,PATO:0000001,quality,UBERON:0001305,ovarian follicle
OBA:1000928,,PATO:0000001,quality,NBO:0000148,social investigation
OBA:1000929,,PATO:0000001,quality,UBERON:0001783,optic disc
OBA:1000930,,PATO:0000001,quality,UBERON:0002303,juxtaglomerular apparatus
OBA:1000931,,PATO:0000001,quality,GO:0007605,sensory perception of sound
OBA:1000932,,PATO:0000001,quality,UBERON:0002076,cuticle of hair
OBA:1000933,,PATO:0000001,quality,NBO:0000553,short term object recognition memory
OBA:1000934,,PATO:0000001,quality,UBERON:0010512,strand of guard hair
OBA:1000935,,PATO:0000001,quality,NBO:0000099,response to novel odor
OBA:1000936,,PATO:0000001,quality,GO:0060197,cloacal septation
OBA:1000937,,PATO:0000001,quality,NBO:0000091,fear-related behavior
OBA:1000938,,PATO:0000001,quality,NBO:0000332,touch related behavior
OBA:1000939,,PATO:0000001,quality,GO:0030916,otic vesicle formation
OBA:1000940,,PATO:0000070,amount,CHEBI:24867,monoatomic ion
OBA:1000941,,PATO:0000070,amount,PR:000009054,insulin
OBA:1000942,,PATO:0000070,amount,PR:000003809,alpha-fetoprotein
OBA:1000943,,PATO:0000070,amount,CHEBI:28694,copper
OBA:1000944,,PATO:0000070,amount,CHEBI:25500,neopterins
OBA:1000945,,PATO:0000070,amount,CHEBI:22881,biopterins
OBA:1000946,,PATO:0000070,amount,CHEBI:24875,iron cation
OBA:1000947,,PATO:0000070,amount,CHEBI:51143,nitrogen molecular entity
OBA:1000948,,PATO:0000070,amount,CHEBI:29103,potassium(1+)
OBA:1000949,,PATO:0000070,amount,CHEBI:29101,sodium(1+)
OBA:1000950,,PATO:0000070,amount,CHEBI:36477,sulfoglycosphingolipid
OBA:1000951,,PATO:0000070,amount,CHEBI:17761,ceramide
OBA:1000952,,PATO:0000070,amount,PR:000013246,prolactin
OBA:1000953,,PATO:0000070,amount,CHEBI:3165,bradykinin
OBA:1000954,,PATO:0000070,amount,CHEBI:26271,proline
OBA:1000955,,PATO:0000070,amount,CHEBI:33234,Vitamin E
OBA:1000956,,PATO:0000070,amount,PR:000015665,somatostatin
OBA:1000957,,PATO:0000070,amount,CHEBI:16526,carbon dioxide
OBA:1000958,,PATO:0000070,amount,CHEBI:33568,adrenaline
OBA:1000959,,PATO:0000070,amount,CHEBI:17996,chloride
OBA:1000960,,PATO:0000070,amount,CHEBI:18258,"3,3',5-triiodo-L-thyronine"
OBA:1000961,,PATO:0000070,amount,CHEBI:64611,ether lipid
OBA:1000962,,PATO:0000070,amount,CHEBI:15373,biopterin
OBA:1000963,,PATO:0000070,amount,CHEBI:26333,prostaglandin
OBA:1000964,,PATO:0000070,amount,CHEBI:17347,Testosterone
OBA:1000965,,PATO:0000070,amount,CHEBI:26739,sphingolipid
OBA:1000966,,PATO:0000070,amount,CHEBI:17754,Glycerin
OBA:1000967,,PATO:0000070,amount,PR:000003777,adiponectin
OBA:1000968,,PATO:0000070,amount,CHEBI:27300,vitamin D
OBA:1000969,,PATO:0000070,amount,PR:000009182,insulin-like growth factor I
OBA:1000970,,PATO:0000070,amount,CHEBI:16393,sphingosine
OBA:1000971,,PATO:0000070,amount,CHEBI:18085,glycosaminoglycan
OBA:1000972,,PATO:0000070,amount,CHEBI:60311,thyroid hormone
OBA:1000973,,PATO:0000070,amount,CHEBI:15889,sterol
OBA:1000974,,PATO:0000070,amount,CHEBI:36526,acidic glycosphingolipid
OBA:1000975,,PATO:0000070,amount,CHEBI:29073,L-ascorbic acid
OBA:1000976,,PATO:0000070,amount,CHEBI:24020,fat-soluble vitamin
OBA:1000977,,PATO:0000070,amount,CHEBI:28790,serotonin
OBA:1000978,,PATO:0000070,amount,PR:000000046,TGF-beta
OBA:1000979,,PATO:0000070,amount,CL:0000681,radial glial cell
OBA:1000980,,PATO:0000070,amount,CHEBI:25029,leukotriene
OBA:1000981,,PATO:0000070,amount,CHEBI:25805,Oxygen
OBA:1000982,,PATO:0000070,amount,CHEBI:33229,vitamin
OBA:1000983,,PATO:0000070,amount,CHEBI:81567,Thyroid stimulating hormone
OBA:1000984,,PATO:0000070,amount,CHEBI:33567,catecholamine
OBA:1000985,,PATO:0000070,amount,CHEBI:33569,noradrenaline
OBA:1000986,,PATO:0000070,amount,CHEBI:26948,Thiamine
OBA:1000987,,PATO:0000070,amount,CHEBI:24402,glycosphingolipid
OBA:1000988,,PATO:0000070,amount,CHEBI:3892,corticotropin
OBA:1000989,,PATO:0000070,amount,CHEBI:39015,apolipoprotein
OBA:1000990,,PATO:0000070,amount,CHEBI:27584,aldosterone
OBA:1000991,,PATO:0000070,amount,CHEBI:26995,thromboxane
OBA:1000992,,PATO:0000070,amount,CHEBI:81569,Follicle stimulating hormone
OBA:1000993,,PATO:0000070,amount,CHEBI:25512,neurotransmitter
OBA:1000994,,PATO:0000070,amount,CHEBI:17026,Progesterone
OBA:1000995,,PATO:0000070,amount,CHEBI:50211,retinol
OBA:1000996,,PATO:0000070,amount,CHEBI:12777,vitamin A
OBA:1000997,,PATO:0000070,amount,CHEBI:61384,sulfolipid
OBA:1000998,,PATO:0000070,amount,CHEBI:22868,bile salt
OBA:1000999,,PATO:0000070,amount,CHEBI:16827,corticosterone
OBA:1001000,,PATO:0000070,amount,PR:000007141,erythropoietin
OBA:1001001,,PATO:0000070,amount,CHEBI:33709,amino acid
OBA:1001002,,PATO:0000070,amount,PR:000025853,primate-type serum amyloid A-2 protein
OBA:1001003,,PATO:0000070,amount,CHEBI:5254,galactolipid
OBA:1001004,,PATO:0000070,amount,CHEBI:37845,growth hormone
OBA:1001005,,PATO:0000070,amount,CHEBI:16919,creatine
OBA:1001006,,PATO:0000070,amount,PR:000007785,glutamate decarboxylase 1
OBA:1001007,,PATO:0000070,amount,CHEBI:16856,glutathione
OBA:1001008,,PATO:0000070,amount,CHEBI:26125,phytosterols
OBA:1001009,,PATO:0000070,amount,CHEBI:81568,Luteinizing hormone
OBA:1001010,,PATO:0000070,amount,CHEBI:30660,thyroxine
OBA:1001011,,PATO:0000070,amount,CHEBI:16247,phospholipid
OBA:1001012,,PATO:0000070,amount,CHEBI:28670,neopterin
OBA:1001013,,PATO:0000070,amount,PR:000000134,tumor necrosis factor alpha
OBA:1001014,,PATO:0000070,amount,CHEBI:64583,sphingomyelin
OBA:1001015,,PATO:0000070,amount,CHEBI:27470,folic acid
OBA:1001016,,PATO:0000070,amount,CHEBI:36080,protein
OBA:1001017,,PATO:0000070,amount,CHEBI:6495,lipoprotein
OBA:1001018,,PATO:0000125,mass,UBERON:0000468,multicellular organism
OBA:1001019,,PATO:0000125,mass,UBERON:0000996,vagina
OBA:1001020,,PATO:0000125,mass,UBERON:0000948,heart
OBA:1001021,,PATO:0000125,mass,UBERON:0010414,omental fat pad
OBA:1001022,,PATO:0000125,mass,UBERON:0000323,late embryo
OBA:1001023,,PATO:0000125,mass,UBERON:0001386,extensor digitorum longus
OBA:1001024,,PATO:0000125,mass,UBERON:0002048,lung
OBA:1001025,,PATO:0000125,mass,UBERON:0002113,kidney
OBA:1001026,,PATO:0000125,mass,UBERON:0002078,right cardiac atrium
OBA:1001027,,PATO:0000125,mass,UBERON:0001389,soleus muscle
OBA:1001028,,PATO:0000125,mass,UBERON:0000992,female gonad
OBA:1001029,,PATO:0000125,mass,UBERON:0000955,brain
OBA:1001030,,PATO:0000125,mass,UBERON:0003916,fat pad
OBA:1001031,,PATO:0000125,mass,UBERON:0001987,placenta
OBA:1001032,,PATO:0000125,mass,UBERON:0002106,spleen
OBA:1001033,,PATO:0000125,mass,UBERON:0000922,embryo
OBA:1001034,,PATO:0000125,mass,UBERON:0001388,gastrocnemius
